,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,SIGN
0,0.20464649477751906,0.27175837902110356,0.3282227060787743,0.3400287919294752,0.3434363636392309,0.3333219564420922,0.3461702862749576,0.3499245856295443,0.3363194790290898,0.33615525029890747,0.34367870470739675,0.3322754337331514,0.30578298624808936,0.3246816366401559,0.32664039697418407,0.15549711366519609,0.18414428380283698,0.20361473676663255,0.2005123519007693,0.1759009938100449,0.20983128418546862,0.16938718712442574,0.09389811327655075,0.034385543648655974,0.19820920539413028,0.16224338154795423,0.08187797605680755,0.03320310185255448,0.20608341446708342,0.17798349900613625,0.11389361402565899,0.07801037821702296,0.23120328877536223,0.19678833562272907,0.15025633474191472,0.10863967279751699,Number 0
1,0.21106614503354887,0.2773018896466518,0.33531441140749174,0.3460395432743045,0.3491039197766986,0.3387796133420056,0.35119787812541237,0.35396215397151515,0.3401308315884313,0.3390480048481353,0.34679451693637814,0.3371837041925208,0.30743906893112904,0.3287150851308528,0.33464841346376323,0.15550100895636898,0.18338202016059835,0.20293905580685734,0.20195317474853386,0.18061684501934155,0.20148157386827134,0.16198944244330557,0.0859497297286951,0.024438038814863523,0.19262328710021567,0.1566369355968759,0.08125091824481236,0.045854795398634955,0.20631759951282916,0.17525398133367287,0.11763335170097593,0.0926756385837811,0.23523504355143596,0.19966466137344846,0.15625305333333417,0.12067716957972162,Number 0
2,0.22687234776017962,0.3110422581055229,0.37220467784064,0.3829797250270247,0.38611034663927885,0.3753283165970924,0.3908751518268074,0.39706951366297116,0.3809529091672894,0.3770510104463283,0.3910697115335828,0.3782858885447734,0.34345415277545277,0.3709740412529148,0.3772658034656945,0.17654804189732518,0.20229375491272558,0.21972351996960887,0.204512781902941,0.18325779311565626,0.22539347370754767,0.1795793086009027,0.09554252552798362,0.03009426775543032,0.21078059274541391,0.1741475825109017,0.09298221838095873,0.04778930355074693,0.21706256231493912,0.19286462166050658,0.13112130747351752,0.09232813936949985,0.24667642745636062,0.21400171408956242,0.1683533770890087,0.12599572273994047,Number 0
3,0.22355268345185633,0.2875227328615738,0.34063761813111076,0.34689562960361053,0.3579979307285592,0.3496886892991401,0.34831873850039075,0.35560577938883287,0.3440885888296778,0.3267582048026757,0.3395070097592022,0.3350625282637393,0.29367692168950166,0.3215599984416166,0.3355719482233286,0.14146875013667265,0.16541711099942488,0.18967369127917602,0.1993210334850669,0.18640301731610556,0.18682853335020946,0.1548246507045834,0.09327937222180761,0.042091307769052275,0.19828820668490113,0.1670707342560884,0.10167892217871936,0.06487539827474641,0.2268202118786242,0.18847250361656018,0.1309404764735396,0.10337241595324571,0.25383734674970765,0.215746938940414,0.1707554387212406,0.13567558827131102,Number 0
4,0.22572509007194666,0.2893700214973529,0.34138652099749733,0.3464224887022836,0.3574173626335291,0.34556917805392606,0.34883903280246203,0.3551458113002512,0.3379817943104691,0.327007959180038,0.33690290954920554,0.32741557965524365,0.29335261735315604,0.3173432460017796,0.32558822952493566,0.13862515582811913,0.16600780423680891,0.1853919427691787,0.19427746130213802,0.18170138285582274,0.177225959198178,0.1411636277726103,0.07982690726272001,0.03162290909327392,0.1934738073389608,0.16282049985006955,0.1013952211687707,0.0717277070823415,0.22735322683023473,0.191837566078646,0.13540079539007277,0.10863744366805504,0.25828742703755725,0.2227990828507521,0.17750267778602494,0.14256123020874414,Number 0
5,0.21782154312462046,0.28188405936502026,0.33402367605819405,0.33976882972841194,0.3504428989132994,0.34196404063260516,0.3433759459586488,0.35083460194334604,0.3385696456330504,0.3233437030868395,0.33678925395211307,0.3321919084737505,0.2907874621405767,0.3174610828948221,0.3290711423749182,0.14262855809111027,0.17479592901928373,0.18788920831863684,0.19995558285655018,0.18491523193943454,0.18330929431041681,0.14547403976793494,0.07945228129198365,0.02803526191891486,0.1901334386652696,0.15861727607947348,0.0925527987812656,0.0572608592498528,0.2178602634469659,0.1837068391103473,0.12625765754414048,0.09944564160796335,0.24810819972068648,0.21229455188161225,0.16680514840799013,0.1314363974977341,Number 0
6,0.21300051996931876,0.2756506270063767,0.3275837105679921,0.3331064368306874,0.34233336239018075,0.3356958361389802,0.33883089114849685,0.3456903222897356,0.33438482783191,0.32187140306795337,0.3344392372782234,0.32965482050529354,0.2904934278790995,0.31582623606582155,0.32684255361575937,0.1410361784984532,0.18325702197323032,0.19015206708216909,0.19684957869409067,0.181985349531844,0.17938342373689586,0.13957345611344496,0.07111753337879459,0.02461454892230472,0.1851743222662545,0.1566938584943384,0.09465002321881712,0.06444369549198888,0.2130420541274837,0.1851061051754641,0.13115371448658583,0.10483916466337286,0.24568185021091468,0.2138761217217439,0.17102128183100168,0.1368681531166735,Number 0
7,0.20947647669784072,0.2710763812974852,0.32184872988780594,0.3291876432180913,0.3356197696786489,0.3287883795451547,0.335169341969823,0.3416582013373466,0.3310402786766779,0.3211839716210553,0.33326926305294513,0.3286307556499279,0.2897891176720314,0.31353079245749627,0.3229326557277061,0.13875893801179326,0.18633567691689104,0.19389181907895217,0.19810564821966084,0.18042836945180993,0.18278854671445421,0.1431465619256853,0.07222476497367737,0.023729462287195212,0.18580009504848882,0.1565940699588175,0.09388961199179108,0.0626286244913927,0.20967401792764734,0.18214114239009818,0.12863141009451068,0.10054438178249281,0.23948744203784353,0.2049666104920747,0.1624705607700823,0.12738292595114356,Number 0
8,0.21241668798635943,0.2748829991546341,0.3231662132520125,0.3316046102440891,0.33766527616952924,0.329925942896909,0.33823575767936187,0.34428541885166314,0.3326850604058986,0.32512783113306865,0.3354470841190046,0.32814917809871347,0.29337236647143183,0.3155985040872705,0.3228319997051119,0.14117417026825785,0.183312619785358,0.1895766452340524,0.1925935309227846,0.17796673738848476,0.1771943352964696,0.1389709441668123,0.0670756056954759,0.019515098067465434,0.1782852520500854,0.15070094790649494,0.08706442202784395,0.05634991148502259,0.2028308841835088,0.176662133896645,0.12248324926120895,0.0948654254513828,0.23538218952599155,0.1999567594616003,0.15671343086781722,0.12166964701453306,Number 0
9,0.2072701305630237,0.2690471010130652,0.31632033842970814,0.3283362893830084,0.3332651592092745,0.32426622320754567,0.3349970536463729,0.34001804741085717,0.32877798997947144,0.322375471646198,0.3317969984567213,0.32442727806782506,0.29036764530587644,0.3125645743888305,0.3201305473669164,0.14110851166903163,0.1765906618436828,0.18666040040449228,0.18954474401665564,0.1755075393993134,0.17937670170337344,0.14338586865401987,0.07253709943499861,0.01718997013423561,0.1769549337893438,0.14972209222590838,0.08295751288139115,0.047225817437158674,0.19748420230350436,0.1714336201436195,0.11497589690959603,0.08502209495478971,0.22720602432052908,0.1926411869221152,0.1492856143623593,0.11431358965545091,Number 0
10,0.20723386606892055,0.26772154673464177,0.31724034587425154,0.3285397333723803,0.33337339920995024,0.3236730456457479,0.3366027059387161,0.34035503554370833,0.3264125135156883,0.3259509821217675,0.33379799961125034,0.32480682244499903,0.2931268537613205,0.31405729812579164,0.3206379806928227,0.1439526427306096,0.17749033169386022,0.18512004255076528,0.1898405439497937,0.17665188973444862,0.1829852531195458,0.14582111382717763,0.07445534551631924,0.018601583174530204,0.17989379300266564,0.1533864524036125,0.0855149271319104,0.046456522276677514,0.19995087363853098,0.17520930947111615,0.11825235454770691,0.08670594707216414,0.22965654475980554,0.1941777380047022,0.15071127808248855,0.11493022981113694,Number 0
11,0.20836730209665555,0.27005713725009634,0.3194893321045729,0.3281977900580239,0.33357105475502763,0.3253315281711181,0.33604307633498703,0.34102585253686724,0.3299500374572057,0.32312845968158166,0.3327697866207315,0.32672773655748594,0.2918133437666656,0.314238768240107,0.32290310468692357,0.14221279915580567,0.1809338472741187,0.1912314966466361,0.19660534170049324,0.18043084257998815,0.1822747844175197,0.1433185695829135,0.07125827749806156,0.017068407746165665,0.1832774996037821,0.15153244252111076,0.08524924951325095,0.050240604480704464,0.20489182644928583,0.17307841121025724,0.11687348547094985,0.08885089393609777,0.23282724435312918,0.1960181965961723,0.15220152798154565,0.1167870009359967,Number 0
12,0.22044647865764416,0.2831512111466107,0.3366332480811837,0.3457454847913656,0.357620422137994,0.350149116108438,0.3465443063761121,0.3525344598029537,0.33955357087272336,0.3255489703365356,0.33612270531659366,0.3308200950350337,0.2930556891923654,0.31831002250804774,0.3301049613917655,0.14336880864750615,0.16358705286566488,0.1867325072595942,0.19924778961714903,0.1845822532560975,0.18580309035130296,0.15229842463961565,0.0914903965469693,0.042560414605525884,0.19279655680974692,0.16144842861458364,0.09428966865304109,0.056233718696253966,0.2192958289001393,0.18206463971899206,0.1225390199690918,0.09539557755278283,0.24791522785228168,0.21164139245734298,0.16526725626774863,0.12858778748537264,Number 0
13,0.2334336493272085,0.3182374307142382,0.37860985731159635,0.3912238465356632,0.39448702728465096,0.38446541045186805,0.398964440171866,0.40442115492663305,0.38739208608816,0.38613343284503543,0.39773747367784973,0.3829373227828864,0.3523988347974951,0.3784432288393853,0.38208288099058807,0.17922066223735036,0.20644936519926638,0.22193339123246703,0.20926606143935209,0.1876533130521235,0.23267902906221896,0.1865861239150479,0.10153773721697625,0.03571334992376533,0.2181180398594606,0.18107640291160795,0.09627712448694607,0.044729042573398034,0.2255914434011249,0.2016233876636849,0.13525932393024623,0.09144690310776939,0.2545816786850858,0.2236167524802061,0.17568250721806097,0.12976130987289544,Number 0
14,0.22566707369878852,0.28835441525645783,0.34163137819678624,0.34140954789734573,0.3522645920303932,0.3430013466566799,0.34483416053546706,0.35218601113077097,0.337457590648669,0.327807526142659,0.33871819130461434,0.3323072395147919,0.2950666357417062,0.3194047983155606,0.3290454284557667,0.1390427453795045,0.1742301095197028,0.19314122329228897,0.20648863281117075,0.1881824593798409,0.1847555197762857,0.14148808513700056,0.0777152794733374,0.030915613354485956,0.2024579696392112,0.1667122130464379,0.10269333401926375,0.06974058043038724,0.23541609207834685,0.20057446347631222,0.1462866163382362,0.12172423531879094,0.2637677120370646,0.22874754486277796,0.18646492941423648,0.1535255795694264,Number 0
15,0.22629277260909209,0.28918489620505905,0.3412955595565022,0.34238236446974263,0.35275887891597846,0.3425689212535297,0.34510517675600794,0.35421039771466495,0.339661277219711,0.3281059943384109,0.3412176692310532,0.33440701822412733,0.2954734460451749,0.31979766446248836,0.32730071786229,0.1356013995253078,0.17911646761751326,0.1971864403166023,0.20752540180033885,0.18590978319536342,0.17894843903348284,0.13594918025749078,0.07256449613158192,0.02926038673647058,0.19894570822148183,0.16615351552848454,0.10495562903159034,0.07609936469298793,0.23402575093095132,0.20443635692900228,0.15326935070935993,0.1287985193748505,0.2645491643254103,0.23469873326264168,0.1930759580435615,0.1592146500893377,Number 0
16,0.22344361153990971,0.28638746453957525,0.33790943176763977,0.3416104352329035,0.3531229022234047,0.3420941849262467,0.34636762761492246,0.35614023846071796,0.3409428271867501,0.3309603556494052,0.34341278418156895,0.3352171812484707,0.29652617558391053,0.31838860832809857,0.3228475311866695,0.13797462352519593,0.17898115065650078,0.19747325491143528,0.2094307452987054,0.18628043998182678,0.18338871940152643,0.1396720163569166,0.07480878353408893,0.028027484934178053,0.20185212620441315,0.16967503875354728,0.10515599927998738,0.0700202886099829,0.23542614078194607,0.20484824554180556,0.14993756496014668,0.12226946965451196,0.2642517187421979,0.22879804880198473,0.18426416485271227,0.14905213421190647,Number 0
17,0.22601653210570194,0.2878541172436866,0.33992568510801513,0.3440751271547434,0.35752645517205595,0.348631794018699,0.34576322750269567,0.3556795202418332,0.3415614042004565,0.32877087786070014,0.34107449558210556,0.3334024852702346,0.2960503699200551,0.32010502617484643,0.32679678083942665,0.13526201724866319,0.17750538337980734,0.19769858163512222,0.2091735706102728,0.18895932233847507,0.1832707908966709,0.1423108315951305,0.08066633837595004,0.03376825191105738,0.2039301947172219,0.17099474560269604,0.10699271297213084,0.07219895935048802,0.2382400750866025,0.2070714453822365,0.15293744051802816,0.12585122334343968,0.26679874531998554,0.2335997733806927,0.1903713195712959,0.1554063447149974,Number 0
18,0.2236167222492919,0.2863732552288009,0.33727306915257105,0.34660681122108,0.3533698044941272,0.3363308471895729,0.35366620150110756,0.3557611803222174,0.3320191823315764,0.33143276766262825,0.3370902493423602,0.3210954791940869,0.29748437122058347,0.3178668178561798,0.32250108171577996,0.1394403760635761,0.154767806689968,0.1759682919253565,0.19233242207934756,0.1809877488375822,0.17609380290892754,0.1414615179092529,0.07845863429459952,0.029140859860710563,0.19517631848949768,0.16580509356918643,0.0995608888364341,0.0599052642605267,0.22875665500799666,0.19316577495898485,0.13153368543712116,0.10059856700038443,0.25699606391001223,0.2220475485554212,0.17302574717471766,0.13501960794804976,Number 0
